txn_id,person_id,amount,timestamp,counterparty,type
t_00696,p_032,973.31,2026-08-03T09:55:43,Ijaya Sahota,withdrawal
t_00697,p_032,435.57,2026-08-20T10:24:38,Warinder Handa,payment
t_00698,p_032,1355.39,2026-08-30T00:36:33,Girish Pathak,withdrawal
t_00699,p_032,1803.28,2026-08-21T21:02:06,Ucchal Joshi,withdrawal
t_00700,p_032,1781.91,2026-08-15T14:16:57,Chatresh Hari,withdrawal
t_00701,p_032,365.89,2026-08-23T01:26:00,Manthan Som,payment
t_00702,p_032,1993.13,2026-08-01T18:15:45,Patrick Dutta,payment
t_00703,p_032,219.69,2026-08-15T16:14:50,Chatura Patla,withdrawal
t_00704,p_032,1933.41,2026-08-15T23:46:21,Shaurya Saran,withdrawal
t_00705,p_032,131.19,2026-08-29T23:56:00,Gaurika Setty,withdrawal
t_00706,p_032,1596.78,2026-08-02T16:21:33,Hemang Ben,payment
t_00707,p_032,502.19,2026-08-13T03:57:56,Nakul Balakrishnan,withdrawal
t_00708,p_032,1753.38,2026-08-29T04:51:52,Yutika D’Alia,payment
t_00709,p_032,542.67,2026-08-23T05:33:25,Wahab Saxena,payment
t_00710,p_033,320.52,2026-08-15T13:14:39,Nitara Iyengar,payment
t_00711,p_033,1226.14,2026-08-22T15:24:36,Thomas Borah,withdrawal
t_00712,p_033,1519.46,2026-08-13T13:43:39,Vedhika Bhagat,withdrawal
t_00713,p_033,309.25,2026-08-07T21:38:43,Maanav Kalita,payment
t_00714,p_033,1501.72,2026-08-03T22:36:22,Pranav Ram,payment
t_00715,p_033,519.26,2026-08-12T06:22:59,Laban Shankar,withdrawal
t_00716,p_033,203.24,2026-08-18T13:15:59,Jagrati Madan,withdrawal
t_00717,p_033,1862.99,2026-08-05T08:21:27,Gautami Datta,withdrawal
t_00718,p_033,809.62,2026-08-06T08:12:13,Darpan Mand,withdrawal
t_00719,p_033,1300.84,2026-08-22T14:16:16,Indrajit Shroff,withdrawal
t_00720,p_033,341.7,2026-08-07T01:35:30,Omya Garg,payment
t_00721,p_033,311.11,2026-08-09T10:02:05,Thomas Merchant,withdrawal
t_00722,p_033,425.28,2026-08-14T18:10:36,Onkar Karpe,withdrawal
t_00723,p_033,660.81,2026-08-07T14:17:40,Nisha Vig,payment
t_00724,p_033,1312.2,2026-08-24T16:28:25,Tarak Solanki,payment
t_00725,p_034,1756.41,2026-08-02T21:19:25,Arya Atwal,payment
t_00726,p_034,1087.28,2026-08-26T01:09:43,Yatin Kota,withdrawal
t_00727,p_034,751.31,2026-08-13T08:25:04,Radha Kapadia,withdrawal
t_00728,p_034,1365.13,2026-08-15T14:01:36,Abdul Sahni,withdrawal
t_00729,p_034,1177.78,2026-08-14T17:45:54,Banjeet Singhal,withdrawal
t_00730,p_034,594.01,2026-08-06T03:39:02,Pavani Wali,withdrawal
t_00731,p_034,647.48,2026-08-12T03:46:10,Varenya Chaudhari,payment
t_00732,p_034,640.33,2026-08-05T10:48:12,Warhi Khosla,payment
t_00733,p_034,405.5,2026-08-19T13:24:49,Advik Ray,withdrawal
t_00734,p_034,433.18,2026-08-06T11:14:31,Kevin Parmer,payment
t_00735,p_034,322.14,2026-08-05T20:06:12,William Chana,withdrawal
t_00736,p_034,937.69,2026-08-18T05:39:29,Varsha Mody,withdrawal
t_00737,p_034,1168.73,2026-08-06T12:50:15,Tripti Bajwa,payment
t_00738,p_034,1958.24,2026-08-20T23:11:54,Ubika Devi,payment
t_00739,p_034,1125.75,2026-08-12T04:29:55,Qasim Prabhakar,payment
t_00740,p_034,330.83,2026-08-17T00:13:22,Aarav Bobal,payment
t_00741,p_034,1048.89,2026-08-13T03:17:05,Gaurangi Wali,payment
t_00742,p_034,1862.84,2026-08-29T10:24:29,Chaman Sandhu,payment
t_00743,p_034,1503.14,2026-08-01T03:05:30,Sarthak Buch,withdrawal
t_00744,p_034,661.56,2026-08-20T10:00:56,Christopher Varma,withdrawal
t_00745,p_034,1532.91,2026-08-30T02:06:57,Charan Choudhry,payment
t_00746,p_035,409.76,2026-08-28T15:03:11,Lakshit Natt,payment
t_00747,p_035,520.12,2026-08-05T15:16:46,Ishaan Sridhar,payment
t_00748,p_035,1161.44,2026-08-24T20:28:36,Umang Nagi,payment
t_00749,p_035,1840.46,2026-08-13T12:29:21,Amara Thakur,payment
t_00750,p_035,1854.48,2026-08-25T13:34:05,Aradhana Bhagat,withdrawal
t_00751,p_035,1413.0,2026-08-11T10:42:40,Kashish Pai,payment
t_00752,p_035,1790.48,2026-08-25T12:16:04,Vedika Thaker,withdrawal
t_00753,p_035,678.9,2026-08-06T03:59:20,Upma Wali,payment
t_00754,p_035,1727.95,2026-08-07T16:05:51,Siya Pillai,payment
t_00755,p_035,684.11,2026-08-21T15:23:38,Raghav Shankar,payment
t_00756,p_035,249.35,2026-08-04T21:45:25,Faris Raman,payment
t_00757,p_035,1571.92,2026-08-03T07:58:09,Bhavya Bose,withdrawal
t_00758,p_035,304.85,2026-08-02T06:36:43,Nitesh Majumdar,payment
t_00759,p_035,1826.21,2026-08-15T01:44:21,Manbir Taneja,payment
t_00760,p_035,1368.41,2026-08-02T23:41:53,Samarth Verma,payment
t_00761,p_035,1848.19,2026-08-24T11:18:25,Chaaya Saha,payment
t_00762,p_035,480.05,2026-08-18T15:04:27,Urvi Palan,withdrawal
t_00763,p_035,376.56,2026-08-01T21:03:59,Sachi Bail,withdrawal
t_00764,p_035,760.89,2026-08-29T11:07:47,Ranbir Bhatnagar,payment
t_00765,p_035,1583.52,2026-08-26T15:41:57,Vincent Venkatesh,payment
t_00766,p_035,229.84,2026-08-16T03:32:04,Nisha Oza,payment
t_00767,p_035,1460.04,2026-08-16T20:45:50,Vedika Wagle,withdrawal
t_00768,p_035,1532.63,2026-08-06T03:40:36,Tanvi Modi,payment
t_00769,p_035,287.5,2026-08-30T04:58:39,Damini Garg,payment
t_00770,p_035,1717.46,2026-08-28T14:44:36,Utkarsh Sule,withdrawal
