call_id,person_id,called_number,timestamp,duration,is_known_contact
c_00891,p_031,04313291212,2026-08-22T01:35:59,394,1
c_00892,p_031,3670241038,2026-08-12T11:36:30,369,1
c_00893,p_031,0623445655,2026-08-06T04:51:18,214,1
c_00894,p_031,0238061744,2026-08-26T04:46:23,98,1
c_00895,p_031,0238061744,2026-08-01T08:21:14,399,1
c_00896,p_031,0238061744,2026-08-27T13:07:11,73,1
c_00897,p_031,+917597383206,2026-08-05T02:47:54,386,1
c_00898,p_031,0238061744,2026-08-19T03:11:21,262,1
c_00899,p_031,+917597383206,2026-08-16T06:46:43,226,1
c_00900,p_031,+913850506413,2026-08-11T15:49:16,325,1
c_00901,p_031,05719182619,2026-08-15T22:40:22,240,1
c_00902,p_031,+913850506413,2026-08-28T19:07:35,49,1
c_00903,p_031,01870534949,2026-08-18T01:04:03,327,1
c_00904,p_031,0238061744,2026-08-15T10:42:13,299,1
c_00905,p_031,+916425690877,2026-08-30T12:10:37,173,0
c_00906,p_031,01870534949,2026-08-14T22:45:14,155,1
c_00907,p_032,00296670662,2026-08-23T00:42:20,296,1
c_00908,p_032,00296670662,2026-08-11T02:55:57,190,1
c_00909,p_032,03244720999,2026-08-17T10:16:51,36,1
c_00910,p_032,+910678831712,2026-08-13T08:05:56,258,1
c_00911,p_032,01013721510,2026-08-11T13:05:30,128,1
c_00912,p_032,03244720999,2026-08-02T00:30:36,334,1
c_00913,p_032,+914768701462,2026-08-20T16:45:21,356,1
c_00914,p_032,+919251142625,2026-08-04T15:41:20,74,0
c_00915,p_032,+910678831712,2026-08-26T16:38:14,361,1
c_00916,p_032,2739021962,2026-08-17T23:34:10,86,0
c_00917,p_032,+910032365199,2026-08-21T20:52:14,368,1
c_00918,p_032,01013721510,2026-08-29T02:03:03,248,1
c_00919,p_032,01013721510,2026-08-21T18:23:58,161,1
c_00920,p_032,03244720999,2026-08-05T20:36:55,225,1
c_00921,p_032,+917100219467,2026-08-12T15:47:06,162,0
c_00922,p_032,+910032365199,2026-08-29T16:02:09,65,1
c_00923,p_032,+914768701462,2026-08-15T18:02:22,231,1
c_00924,p_032,00296670662,2026-08-06T08:28:42,306,1
c_00925,p_032,+910678831712,2026-08-24T01:28:09,84,1
c_00926,p_032,03244720999,2026-08-28T09:04:43,47,1
c_00927,p_032,01013721510,2026-08-03T04:30:07,258,1
c_00928,p_032,+910678831712,2026-08-01T13:30:38,357,1
c_00929,p_032,+910032365199,2026-08-01T00:37:28,166,1
c_00930,p_032,+910032365199,2026-08-05T13:09:26,324,1
c_00931,p_032,+910032365199,2026-08-01T02:40:00,274,1
c_00932,p_032,03244720999,2026-08-14T01:57:41,306,1
c_00933,p_032,+910678831712,2026-08-07T18:36:35,276,1
c_00934,p_033,+913955905992,2026-08-22T00:56:01,353,1
c_00935,p_033,+913348039652,2026-08-02T11:58:11,263,1
c_00936,p_033,+913348039652,2026-08-19T08:04:57,84,1
c_00937,p_033,2500292185,2026-08-04T10:12:33,62,1
c_00938,p_033,7528953926,2026-08-25T03:12:23,196,1
c_00939,p_033,+913955905992,2026-08-04T14:58:39,194,1
c_00940,p_033,3087059325,2026-08-26T02:13:39,333,1
c_00941,p_033,04220969029,2026-08-06T04:52:56,102,1
c_00942,p_033,3784270103,2026-08-23T17:26:09,313,1
c_00943,p_033,3087059325,2026-08-05T22:48:15,98,1
c_00944,p_033,7528953926,2026-08-03T23:58:36,110,1
c_00945,p_033,3087059325,2026-08-01T11:15:13,33,1
c_00946,p_033,04220969029,2026-08-06T09:10:38,243,1
c_00947,p_033,+915691545226,2026-08-21T19:19:21,384,1
c_00948,p_033,04220969029,2026-08-04T19:21:45,297,1
c_00949,p_033,+913955905992,2026-08-14T12:18:06,342,1
c_00950,p_033,+915691545226,2026-08-21T18:00:17,343,1
c_00951,p_033,04220969029,2026-08-29T12:12:52,208,1
c_00952,p_033,2500292185,2026-08-13T13:31:32,90,1
c_00953,p_033,9563531531,2026-08-30T14:21:16,346,0
c_00954,p_033,2500292185,2026-08-11T20:34:08,267,1
c_00955,p_033,04220969029,2026-08-24T02:38:18,57,1
c_00956,p_033,+915691545226,2026-08-06T19:28:39,284,1
c_00957,p_033,3087059325,2026-08-06T06:57:11,57,1
c_00958,p_033,7528953926,2026-08-20T08:17:59,158,1
c_00959,p_033,+915691545226,2026-08-11T00:41:31,52,1
c_00960,p_033,+913955905992,2026-08-04T03:10:59,110,1
c_00961,p_034,+910153368844,2026-08-23T02:02:55,252,1
c_00962,p_034,03106987205,2026-08-18T09:12:58,323,1
c_00963,p_034,1599706296,2026-08-27T22:44:28,50,1
c_00964,p_034,00541152621,2026-08-30T17:43:00,47,1
c_00965,p_034,4171467741,2026-08-13T18:30:08,261,1
c_00966,p_034,1599706296,2026-08-15T20:36:18,384,1
c_00967,p_034,03106987205,2026-08-22T22:53:10,213,1
c_00968,p_034,4171467741,2026-08-09T20:58:08,38,1
c_00969,p_034,07434902115,2026-08-15T09:26:37,322,1
c_00970,p_034,07434902115,2026-08-23T10:02:47,267,1
c_00971,p_034,08617932710,2026-08-24T03:43:16,124,1
c_00972,p_034,07434902115,2026-08-24T16:41:53,390,1
c_00973,p_034,4171467741,2026-08-20T00:02:58,227,1
c_00974,p_034,1599706296,2026-08-27T19:16:22,181,1
c_00975,p_034,00541152621,2026-08-13T18:38:58,324,1
c_00976,p_034,4171467741,2026-08-24T20:01:28,347,1
c_00977,p_034,1599706296,2026-08-27T10:12:36,293,1
c_00978,p_034,1599706296,2026-08-29T08:37:55,86,1
c_00979,p_034,1599706296,2026-08-12T11:43:39,217,1
c_00980,p_034,4171467741,2026-08-11T23:49:54,317,1
c_00981,p_034,+910153368844,2026-08-22T06:43:21,152,1
c_00982,p_034,8625652704,2026-08-17T04:32:10,145,1
c_00983,p_034,00541152621,2026-08-10T14:44:02,378,1
c_00984,p_034,+910153368844,2026-08-13T16:30:32,206,1
c_00985,p_034,4171467741,2026-08-14T13:44:08,270,1
c_00986,p_034,00541152621,2026-08-22T07:04:27,179,1
c_00987,p_034,4171467741,2026-08-14T13:25:27,126,1
c_00988,p_034,4171467741,2026-08-27T18:10:13,230,1
c_00989,p_034,4171467741,2026-08-27T22:31:15,85,1
c_00990,p_034,03106987205,2026-08-05T22:37:54,284,1
c_00991,p_034,1599706296,2026-08-05T12:21:30,180,1
c_00992,p_034,03106987205,2026-08-13T11:54:23,272,1
c_00993,p_034,1599706296,2026-08-11T09:37:27,179,1
c_00994,p_035,+916329451168,2026-08-26T05:25:52,197,1
c_00995,p_035,08564679970,2026-08-02T15:37:27,299,1
c_00996,p_035,+917450544471,2026-08-07T15:56:36,130,1
c_00997,p_035,+916229991191,2026-08-01T16:14:06,376,1
c_00998,p_035,08564679970,2026-08-21T03:31:17,231,1
c_00999,p_035,08564679970,2026-08-06T20:00:14,291,1
c_01000,p_035,+917450544471,2026-08-29T07:14:58,233,1
c_01001,p_035,+917450544471,2026-08-05T10:31:15,227,1
c_01002,p_035,+917450544471,2026-08-12T04:26:18,187,1
c_01003,p_035,+916329451168,2026-08-30T07:49:01,140,1
c_01004,p_035,+916229991191,2026-08-22T20:03:15,256,1
c_01005,p_035,+916229991191,2026-08-09T15:48:59,242,1
c_01006,p_035,+916329451168,2026-08-05T04:29:19,103,1
c_01007,p_035,08548709986,2026-08-07T05:36:15,298,1
c_01008,p_035,08564679970,2026-08-30T14:22:46,222,1
c_01009,p_035,+917450544471,2026-08-03T15:40:57,242,1
c_01010,p_035,08564679970,2026-08-06T05:55:22,100,1
c_01011,p_035,+917450544471,2026-08-06T23:27:55,313,1
c_01012,p_035,+917450544471,2026-08-15T17:13:17,329,1
c_01013,p_035,+916229991191,2026-08-10T02:49:06,144,1
c_01014,p_035,+917450544471,2026-08-01T19:19:29,183,1
c_01015,p_035,+916229991191,2026-08-29T16:20:20,93,1
c_01016,p_035,+916229991191,2026-08-20T14:44:43,121,1
c_01017,p_035,+912475469137,2026-08-15T18:09:29,44,1
c_01018,p_035,+916329451168,2026-08-04T13:56:07,336,1
c_01019,p_035,08564679970,2026-08-23T08:48:25,253,1
c_01020,p_035,+916229991191,2026-08-27T01:12:32,385,1
c_01021,p_035,+914629960653,2026-08-25T13:09:43,324,1
c_01022,p_035,08564679970,2026-08-01T12:37:56,59,1
c_01023,p_035,+914629960653,2026-08-05T09:13:07,99,1
c_01024,p_035,+917450544471,2026-08-11T17:19:03,244,1
c_01025,p_035,05790552818,2026-08-20T02:05:52,54,0
c_01026,p_035,+916329451168,2026-08-09T16:41:47,293,1
c_01027,p_035,08548709986,2026-08-06T19:32:48,78,1
c_01028,p_035,+917450544471,2026-08-18T23:06:32,191,1
c_01029,p_035,+917450544471,2026-08-25T19:18:42,168,1
c_01030,p_035,+916329451168,2026-08-21T13:31:10,303,1
c_01031,p_035,+916329451168,2026-08-18T09:38:00,100,1
c_01032,p_035,+916229991191,2026-08-16T13:04:58,240,1
